Unnamed: 0,id,scene,subject,script,intention
935,AXKNP,Laundry room,DXDI,A person in the laundry room holding a phone and smiling. The person begins watching a glass that is on the shelf.,watching
936,STAZI,Kitchen,BYF9,A person is talking to another person as they're both walking through a kitchen.  One is holding a picture of a recipe they're fond of. They start taking out pans to cook it.  The other person grabs a broom and begins sweeping the floor. They run the broom up along a door to get the dust off a doorknob.,sweeping
937,42K3H,Home Office / Study (A room in a house used for work),WG9D,A person in a study is closing a door while standing. Then they begin smiling at the doorway.,smiling
938,IZ2XX,Entryway (A hall that is generally located at the entrance of a house),4OHY,"A person is holding a book. Walking over to their desk, the person sets the book down and begins laughing.",laughing
939,KFKH5,Recreation room / Man cave,ZAWX,A person is walking to a chair in a recreation room. The person is carrying food. The person starts throwing the food on the ground.,throwing
940,NOP6W,Garage,0RNU,A person seated on a blanket is watching a television with no picture. The person then takes dishes and begins washing them.,washing
941,1DNAX,Closet / Walk-in closet / Spear closet,UTMU,"Person is walking to open closet door, then person turns light on grabs broom and starts sneezing.",sneezing
942,Z1A0Q,Entryway (A hall that is generally located at the entrance of a house),G6WD,"A person in the entryway is sitting down in the doorway. They begin sneezing uncontrollably, and then stand up and pick up a broom while smiling oddly.",sneezing
943,HGZ0V,Closet / Walk-in closet / Spear closet,BYF9,"One person opens a sandwich and starts sneezing, while another takes food from the desk.",sneezing
944,EDXBD,Home Office / Study (A room in a house used for work),QOQ4,A person sitting at a desk begins sneezing. The person gets up and turns the doorknob as the person is leaving the room.,sneezing
945,6J8NE,Hallway,KFGP,Person releases doorknob as they step into hallway. Person reaches down and grasps bag handles and begins walking down hallway holding bag tightly.,walking
946,ZATTZ,Kitchen,T7C3,A person is holding some dishes then puts then down. The person then begins cooking at the stove.,cooking
947,JG7BS,Pantry,C7O9,One person pours a drink from a shelf and starts drinking while another person stands by the door with a vacuum.,drinking
948,2GQDN,Closet / Walk-in closet / Spear closet,C7O9,"A person opens the closet, takes a sandwich and some other groceries from the shelf, then lies on the floor and starts eating them.",eating
949,J4QIT,Recreation room / Man cave,WG9D,A person in their recreation room is walking around with a bag of medicine in their hand. They begin laughing about something funny they remembered and then begin leaving the room.,laughing
950,0IFCL,Laundry room,YA10,A person closes the door and starts tidying the shelf.  Then they start leaving.,tidying
951,6703W,Living room,HR43,A person is sitting at a table of groceries while drinking from a cup. Next the person begins doing homework.,doing
952,QIYU4,Closet / Walk-in closet / Spear closet,KL48,"A person opens the door to a closet and starts tidying up, they then start laughing before turning off the light.",tidying
953,7R8ZU,Stairs,BYF9,A person is sitting on the stairs with a laptop doing homework. They leave and begin standing in front of a stove to start cooking.,standing
954,8SAEO,Bathroom,OUKK,"A person in the bathroom is undressing by removing their sweater. There is a pillow on the counter for some reason. They begin laughing since they see themselves in the mirror and think they look silly, so they begin dressing by putting the sweater back on.",laughing
955,LGCTV,Living room,YA10,A person working on a laptop in a basement stops and begins tidying some clothes.,tidying
956,WPR8G,Bedroom,YMXV,A person is seen taking their camera and looking at it. They begin sneezing as they bend down to tie their shoes.,sneezing
957,LWINQ,Living room,L4ZP,"A person begins undressing and wraps himself in a towel. Then the person sits on the sofa, playing with their blanket.",undressing
959,ASNER,Garage,0KZ7,"One person runs around the garage with a box, grasping clothes that are strewn around. This person starts sneezing.",sneezing
960,YJV7W,Recreation room / Man cave,1OHU,A person is standing in a Recreation room / Man cave holding a camera.  The person begins dressing then takes a picture of a light in the room.,dressing
961,OIZT9,Living room,LWUV,"In the hallway, a person sneezes and drops groceries. Another person starts laughing at them and takes a picture with a camera.",laughing
962,PW16K,Kitchen,ZFCJ,"A person cooks at a stove.  They walk over to the refrigerator, take out a soda and begin drinking.",drinking
963,8BNUT,Bedroom,BYF9,Person enters the bedroom and stands next to the light switch for a moment before turning the lights on.  Then person begins pouring soda into the glass on the desk and consumes it.,pouring
964,4HZ3B,Other,ZAWX,A person is seen with a bag of groceries sitting on the couch. They get up and begin putting groceries on the table.,putting
965,MNS8T,Kitchen,DSOY,A person laughs at the food cooking on the stove. The person takes a towel and begins cleaning up the preparation area.,cleaning
966,UY08H,Closet / Walk-in closet / Spear closet,1TZV,"One person walks into the closet with a box and starts undressing. Then, this person runs out of the room with a phone.",undressing
969,XWBF1,Kitchen,P6LJ,A person standing by the doorway is taking clothes out of the hamper and folding them while talking on the phone.  The person notices a stain on a white shirt and walks to the sink and begins pouring bleach on the shirt.,pouring
970,9SP9P,Living room,D0RU,A person sits in a chair while holding a sandwich and starts drinking from a cup.,drinking
971,PIMO4,Recreation room / Man cave,4OHY,"A person is running into the room holding a pillow. Then, sitting on a chair, the person turns the light on and begins playing on their phone.",playing
972,M79TJ,Kitchen,YA10,"A person takes some dishes, walks over to a box, sits down in front of it, and begins putting the dishes inside.",putting
974,0M9ZO,Kitchen,2RTW,"Person takes off shoes and starts making a sandwich in the kitchen.  Person begins smiling after finishing sandwich, and then starts tidying up the counter.",making
975,NWFOF,Living room,OUKK,"A person is seen smiling and sitting in a chair in an entryway. After looking out the window for a few seconds, they stand up and begin leaving through a doorway.",leaving
976,29JK6,Pantry,4I61,"A person is standing in their pantry while putting some groceries into the right place. They begin undressing by taking their jacket off, and then they grab a broom and leave the pantry.",undressing
977,186EF,Entryway (A hall that is generally located at the entrance of a house),DXDI,A person standing with a broom smiles as the person begins removing clothes.,removing
978,R74DE,Dining room,T7C3,A person is running around with a towel.  The person then starts grasping at a pillow.,grasping
979,JL5O0,Entryway (A hall that is generally located at the entrance of a house),28B0,A person stands in an entryway to their home eating a sandwich. The person looks at their phone and begins laughing at a picture on the screen before putting the phone on a table. The person leaves the entryway still smiling about what was on the phone.,laughing
980,KELYK,Entryway (A hall that is generally located at the entrance of a house),HJJ4,A person lying by their shoes suddenly awakens and starts vacuuming.,vacuuming
981,9FGB6,Pantry,OUKK,A person holding a bag opens a door to a pantry. They begin grasping at different items on shelves and throwing those items into a bag.,grasping
982,FR063,Hallway,PO5L,A person is dressing in the hallway next to a chair then starts walking towards a box of clothes.,walking
983,MLKK5,Home Office / Study (A room in a house used for work),BYF9,Standing in the home office a person sets up a camera. They begin drinking a glass of water that was sitting on a shelf.,drinking
984,QXCUP,Closet / Walk-in closet / Spear closet,KFGP,"A person is taking photos with their camera. Then, putting the camera down, the person stands in front of the clothing and begins tidying the garments.",tidying
985,7ZCXJ,Bedroom,ZAWX,"A person awakens on the floor, snuggling with a blanket. The person stands up and looks in a mirror. The person notices that their clothes are dirty, so they begin undressing and throwing their clothes through the doorway.",undressing
986,QBIOX,Garage,YA10,A person is walking around the garage holding a picture.  Same person then picks up a broom and starts running in the garage.,running
